specimen_id	O14625	O43508	O95760	P01133	P01135	P01374	P01375	P01579	P01584	P02778	P03956	P04141	P05112	P05231	P09603	P09919	P10145	P10147	P13232	P13236	P13500	P13725	P14210	P15692	P22301	P35225	P39900	P40933	P48061	P49771	P50591	P51671	P60568	P78380	P80075	P80098	Q07325	Q14116	Q16552	Q8NEV9_Q14213	Q969D9	Q96PD4	Q99616	Q99731	Q9P0M4
1115	462.66986	468.66225	0.23426	101.57761	4.15745	8.54857	44.80777	0.23016	0.23705	106.59245	1041.15197	0.12148	0.01377	2.08273	128.662	146.94145	6.25557	4.12315	0.86303	63.58857	554.08197	1.20921	119.72626	172.99271	7.19185	0.16797	161.61674	13.68243	111.52214	101.16989	361.46695	247.02394	0.01367	86.88952	26.26842	1.35684	74.73677	361.36351	0.09382	3.36695	0.33759	0.78758	222.15155	686.11886	29.78848
1025	1094.90701	370.97432	0.02692	167.47031	5.46438	8.53462	20.3912	0.42479	0.22442	155.08939	721.8415	0.44072	0.01223	0.92889	147.92754	94.84427	8.7029	8.13315	1.262	94.06607	301.80181	0.61101	89.72776	284.85502	8.24134	0.05583	211.31308	19.22339	154.37416	136.15305	321.35319	270.58299	0.0036	53.22732	25.54873	1.52959	109.01643	220.63979	0.28218	8.83622	0.04467	2.13515	195.82839	109.72476	17.03197
1007	417.73935	202.9012	0.04231	57.94665	3.36789	14.36262	8.54654	0.42603	0.09515	53.58034	398.82033	0.26903	0.01418	1.5553	143.67821	82.61419	6.76856	2.88343	0.91257	40.92095	228.72338	0.66052	70.12893	234.58313	2.53571	0.54335	103.68889	11.7967	79.58739	83.53669	180.58653	216.86714	0.01416	30.24032	17.65911	1.58941	40.89384	145.88689	0.02266	0.23956	0.00862	0.16302	203.90602	143.16427	3.53001
1151	1046.69015	205.60986	0.64693	108.31691	4.83458	9.71667	16.97789	0.30542	0.48009	196.97142	443.09599	0.51318	0.01864	2.23779	127.83353	111.44954	8.07274	14.81101	1.10331	138.00758	430.07666	0.49804	136.52515	189.98029	8.47676	0.42621	157.7806	13.32332	132.23153	91.00261	345.07805	332.75256	0.08147	29.07813	62.95091	4.40135	101.88379	307.44017	0.46287	2.424	0.09449	0.68332	592.88124	126.93399	15.22769
1213	695.57228	365.94177	0.12971	92.62194	6.52409	18.74763	9.23307	0.22203	0.1652	119.24937	1197.43641	0.21196	0.01765	5.53754	180.04434	113.18706	14.65518	6.86703	0.97664	62.5401	500.73839	6.1963	149.58832	244.48818	4.98806	0.90386	228.60462	13.1	183.6378	155.79635	359.64709	266.40683	0.03053	322.69017	16.49052	3.68999	58.15503	241.75781	0.84039	2.56771	NA	3.41674	563.95311	72.94395	21.82208
1352	414.93731	376.24769	0.10369	110.94951	3.45418	5.61127	9.79978	0.387	0.15836	91.39833	578.25773	0.13425	0.01719	1.3314	115.02948	78.56715	8.413	6.28904	0.79675	52.75838	432.60671	0.59974	79.61152	156.07361	6.99122	0.04685	132.9226	16.3226	107.86249	97.63465	338.11513	213.58926	NA	65.12751	28.99811	1.5186	39.85609	176.87745	0.00578	6.05775	0.16906	0.4812	248.96661	44.48887	12.58843
1343	593.52398	345.1127	0.10984	72.92337	4.8279	8.12747	12.4445	0.24504	0.18041	89.80034	796.40785	0.27646	0.0226	1.26779	157.8255	63.94809	10.19934	5.33101	0.75728	80.00518	419.65219	0.97081	89.35451	279.01382	6.58781	0.00982	177.86349	18.78264	141.61801	114.37419	340.60495	453.21072	0.00423	70.85354	35.67854	1.60095	52.24237	157.25127	0.39749	9.8522	0.29858	0.20543	347.75538	142.6512	19.02175
1265	276.58853	313.66586	0.02383	54.34866	3.38563	12.13899	5.67951	0.17382	0.08171	44.53798	563.65009	0.1647	0.01242	0.97808	108.36182	72.07351	5.71879	2.4079	0.48684	42.70508	324.7523	0.46122	66.30031	140.81892	2.71163	0.05224	181.62825	11.19528	122.09313	79.63011	353.85186	258.30523	0.00475	49.74492	50.40225	1.53913	30.53959	135.90442	0.20596	1.05129	NA	0.21537	218.31647	51.69984	4.39236
1311	804.69861	448.29158	0.19302	65.65207	6.78675	13.69866	21.36324	0.29071	0.19741	122.87179	771.66858	0.17454	0.0361	1.6093	151.276	89.77669	8.24286	4.14703	1.32464	54.48861	369.67941	2.40497	113.90048	202.86048	6.51373	0.72301	316.61475	10.22824	172.02167	143.51856	501.00179	396.03691	0.03156	116.90374	77.61441	2.11763	83.4961	436.51253	0.61191	9.98526	0.00989	1.61877	624.24866	126.14196	14.27495
1286	892.16364	540.1216	0.15613	237.36712	5.3333	40.47569	10.64664	0.22483	0.3548	112.72815	527.69517	0.44841	0.02125	2.26138	152.33978	69.42915	8.28629	7.78394	0.88897	181.61861	597.27471	0.31928	94.81838	178.33163	3.94497	0.00503	220.54649	16.06112	224.95916	111.63025	418.86032	488.86735	0.0232	30.54177	168.46289	2.81933	65.36258	234.89223	0.20553	0.85418	0.04494	0.21904	788.51909	74.07355	9.1567
1237	445.21631	310.29443	0.03114	78.38657	3.62564	28.50697	6.44278	0.1949	0.09138	92.18482	563.84833	0.20121	0.01466	3.19532	141.9982	115.33742	9.15961	3.12831	1.01558	39.96838	323.75607	1.62531	115.93493	298.11519	5.70026	0.04581	339.92663	14.66628	102.80799	86.06209	319.85555	273.54475	0.01706	107.09321	45.48012	2.78746	43.88408	260.63848	0.18921	0.34552	0.01771	1.28074	313.6179	68.01747	29.11548
1137	1679.30099	506.49691	0.17572	89.16032	4.51244	8.9269	13.69172	0.87515	0.06724	144.90623	1653.3596	0.21325	0.02026	2.28089	119.28567	127.55303	11.6154	4.62058	1.56557	47.3765	393.30433	0.87643	173.94142	236.75438	26.54541	0.34946	637.44694	13.86093	120.66509	122.05942	403.84062	335.7939	0.03409	42.69795	9.44538	1.24438	377.46177	237.98155	0.99154	11.78979	0.85855	3.58505	350.13831	168.3955	31.44935
1097	355.79026	408.52491	0.04924	108.72532	3.76941	7.76405	11.84237	0.15728	0.94276	73.49458	147.21608	0.17465	0.01486	1.76909	126.59206	187.14661	4.6707	3.92049	0.73368	54.39248	314.84579	1.12399	129.02713	166.35346	6.44243	0.43005	255.22177	16.15368	136.66638	96.35705	343.04004	335.6201	0.00713	80.066	35.86443	4.17287	38.61026	283.08149	0.54103	8.56755	0.17061	0.65284	432.30375	75.09757	20.27896
1048	189.76191	395.59205	0.17129	100.39315	6.38384	6.87741	11.29643	0.17085	0.28054	57.92212	110.95044	0.10019	0.01382	4.11968	128.27433	150.20773	5.04698	4.03212	1.03301	39.07896	221.64676	4.63426	188.4179	196.44388	8.37592	0.09723	166.26223	11.09188	104.24478	73.67199	628.67686	180.53917	0.01318	171.52093	19.58703	1.62403	37.02306	248.92018	0.14881	5.69212	0.20269	1.31731	272.11914	82.51772	10.5829
1078	578.03178	506.84014	0.05474	408.50377	6.52024	10.00793	20.75604	0.32887	0.39706	105.29864	1159.34166	0.42627	0.01545	4.13868	149.98863	142.11511	9.42149	7.9654	2.0788	94.07944	464.16852	0.62407	111.98185	325.16518	6.29212	0.20344	398.6078	13.58739	194.52413	123.17631	496.57373	175.21966	0.01194	58.35976	45.37774	2.7509	51.73685	437.67475	0.31997	11.00765	0.06318	0.54382	597.56363	212.13468	7.96936
1216	962.3792	414.84743	0.10959	126.75537	13.77338	18.89436	11.59021	0.38317	0.19977	163.40767	1489.62436	0.30225	NA	4.17955	184.09895	116.18101	16.00919	6.75766	1.29661	51.02235	475.2274	13.94574	184.76254	318.81534	10.44324	0.07966	263.62366	12.65076	219.12435	145.62005	416.82755	266.26458	0.00597	611.15696	20.32699	4.18212	72.50849	322.36187	0.42223	2.03245	0.01356	3.98048	591.78504	73.66999	14.67791
1049	197.58247	401.53926	0.10467	294.52935	3.62688	9.22826	15.07092	0.17263	0.36117	41.29735	170.26538	0.13012	0.01448	4.17548	113.71001	223.04147	5.49217	3.2137	1.43513	37.77122	328.97655	1.08341	127.87875	190.33221	7.49373	0.21026	206.94944	15.92451	100.91135	79.28588	372.66663	181.80803	0.0037	64.27409	23.08918	1.65786	31.70751	342.93738	0.11037	3.95396	0.16659	1.1941	298.60333	75.22314	11.00537
1140	655.35971	530.12421	0.0579	60.35575	5.34317	9.05389	15.71688	0.59332	0.16246	141.695	1016.178	0.23923	0.01773	2.42955	124.6547	95.05017	5.96989	5.39833	2.03162	52.7161	401.37539	1.16038	174.34915	200.28813	4.2575	0.15221	330.20726	13.89776	182.32604	92.82569	537.90488	310.96668	0.00792	37.79878	9.8344	1.4962	69.00433	160.81759	0.65392	11.36642	0.79443	5.33772	516.40548	139.68165	25.42147
1279	626.57371	312.93203	0.09276	92.56148	6.81508	9.80682	15.87399	0.20217	0.07858	105.22251	540.6567	0.15777	0.02115	1.42566	143.88024	67.00856	4.72517	6.22214	0.47901	47.08445	255.33422	2.61972	109.90534	385.81509	7.57496	0.14997	210.42567	11.12292	87.38844	74.31915	340.74229	159.42355	0.01131	157.88231	34.629	1.22603	120.30357	304.54791	0.53541	9.37175	NA	0.53858	333.62838	205.64208	17.43968
1006	401.45145	214.33316	0.09577	51.4209	4.08996	15.06601	6.67776	0.25723	0.1848	51.69724	374.38066	0.18643	0.01302	1.89167	151.30946	75.20773	5.70596	3.0831	1.03913	41.114	231.94403	0.88239	82.84212	283.79405	3.98194	0.76163	111.2495	11.24429	101.25602	86.0503	201.88893	231.49898	0.03088	49.04586	19.04968	1.37599	37.06348	154.72581	0.03716	0.21562	0.01346	0.14252	204.89358	142.36877	3.64423
1342	520.70014	328.06101	0.24894	56.07846	7.19461	8.51924	15.36093	0.21134	0.19073	70.47865	815.88673	0.23235	0.02296	0.62865	150.13755	40.26579	11.09909	3.89419	0.48912	57.27944	408.69463	4.41241	114.59608	264.95664	3.07796	0.05064	160.32233	20.02006	146.42451	122.70428	324.38849	393.11086	0.03222	251.05448	36.0263	1.62606	50.43405	142.80882	0.32618	6.58003	0.35994	0.27006	300.85282	149.53144	21.24881
1238	472.38963	378.37599	0.3019	54.42962	5.64193	31.75012	9.12678	0.20378	0.06269	106.98343	381.5471	0.3207	0.01559	4.67695	142.14777	119.65136	12.15575	3.80453	0.93861	43.27966	354.12997	3.48667	151.50819	278.88829	6.60726	0.20151	382.44665	15.94611	134.13018	81.60311	359.65999	290.3167	0.04984	214.47883	54.71612	2.57651	57.6014	253.22127	0.14461	0.69262	0.05135	1.52844	344.9066	61.59253	11.96879
1098	613.32704	513.23373	0.05051	146.26891	5.59692	11.12461	15.43132	0.30363	0.35107	121.64126	291.74879	0.10507	0.01476	3.1315	143.18129	115.86784	8.55325	4.30559	0.88766	65.45535	380.28964	1.50108	162.78229	214.66158	8.16611	0.38917	373.98949	16.55787	111.58828	107.88115	514.81987	398.1515	0.02745	218.69837	47.03003	5.25545	61.2138	449.84919	0.31057	13.33197	0.24421	0.95056	799.96539	127.9049	25.16852
966	821.00387	599.43449	0.17149	49.01196	6.45878	9.77049	22.92132	3.02274	0.27969	121.47448	827.78774	0.45241	0.01396	2.12326	150.29362	100.40129	8.19245	7.95274	0.60488	74.76929	577.45521	1.10845	198.94302	308.20001	15.12195	0.11017	323.68328	17.68171	131.9416	85.56428	485.02035	367.76022	0.01052	76.23887	63.30583	3.93326	120.77982	295.95233	1.01207	22.1945	0.15219	0.34761	604.78903	289.72173	17.28602
1257	384.65111	553.79965	0.04937	50.23455	4.71225	8.93518	14.38075	0.2366	0.13245	80.35036	761.61208	0.17177	0.02083	3.2144	171.15407	117.44314	7.4446	4.31171	0.71785	81.8918	487.85389	1.17256	187.38186	249.96236	6.98531	0.02701	193.14322	16.20283	172.46992	92.91672	581.86221	338.85725	0.01808	66.31901	35.72072	2.0743	39.89916	275.99131	0.48567	12.02608	0.00803	0.49072	295.43761	145.56672	27.08889
1191	412.43434	471.715	0.04683	86.27953	5.73778	6.68952	17.99033	0.09485	0.09978	90.0819	314.20048	0.1252	0.01391	3.24355	133.56364	72.23261	11.2411	6.7069	2.50077	83.73237	716.01479	1.91174	170.67509	257.67102	10.03734	0.10137	313.28646	21.61836	149.68076	203.8189	459.46004	368.47673	0.00486	138.06368	71.96492	2.89495	47.23914	334.98815	0.16781	8.86912	NA	1.48785	1362.62902	114.45853	21.13486
1105	259.32879	438.58408	0.07463	87.0791	4.49092	10.21957	22.47516	0.35984	0.21683	157.4343	470.09314	0.21073	0.01367	2.16808	146.25137	144.89733	6.75168	5.22629	1.81781	49.20005	418.1114	0.84486	142.09556	237.69297	10.41687	0.15669	423.69953	16.90399	154.50253	117.7535	571.07107	127.01748	0.01179	72.36102	9.69057	0.93477	95.40514	408.14882	0.89826	8.19887	0.29683	1.7309	133.47698	125.70444	19.59512
1350	482.84726	326.83137	0.25191	80.40807	3.8945	14.24344	6.44551	0.20429	0.15642	84.35882	366.32997	0.16005	0.0162	1.58262	125.71627	53.85945	6.54667	6.15028	0.47615	53.77423	400.67384	0.56903	78.63334	155.06633	4.52092	0.07716	118.52376	15.14987	96.89747	88.57547	313.22592	238.47636	0.02644	65.02411	29.69465	1.56558	44.34325	147.29837	0.06797	2.00387	NA	0.30084	245.47869	35.90732	21.60641
1014	941.09859	542.86782	0.11123	297.53985	11.66678	12.85198	24.07324	0.45706	0.21295	204.05532	1781.82948	0.14517	0.0154	11.00403	147.42709	205.7187	12.85187	14.30655	1.67784	86.89747	392.11788	6.98275	241.65184	297.26601	6.56657	0.35794	340.5078	12.82229	134.23909	124.38837	448.83264	195.79461	0.00407	324.09901	15.22888	2.63487	91.73012	432.59009	1.16581	8.73951	0.11413	1.41595	333.91753	254.60879	19.85822
1206	786.08501	441.86222	0.0557	113.71038	3.87522	7.71128	20.38664	0.1665	0.30747	63.96358	1033.47903	0.23027	0.01613	1.33549	136.8646	92.27469	7.6705	4.29627	1.07385	46.93958	431.54201	0.52654	108.11485	242.94849	12.79278	0.25358	437.22872	16.20644	159.43932	124.88032	510.25683	287.18797	0.00561	48.92536	37.47025	3.12558	77.48573	243.82726	0.44016	12.27365	0.0504	0.62172	871.51145	154.50456	22.26935
1074	630.01846	524.14045	0.20285	531.84834	8.66515	8.5972	24.51095	0.46742	0.40684	136.26289	1301.0816	0.47482	0.01754	3.29822	180.85114	187.859	10.60073	9.60205	2.49821	114.9906	521.88323	2.50277	146.28591	379.87532	8.23812	1.0182	447.98068	19.04858	224.13942	158.93563	491.02819	208.2192	0.01943	100.56035	52.09964	4.06396	58.29229	521.40836	0.32788	10.95307	0.16795	0.65819	844.66965	215.11115	8.57398
962	788.45853	601.17233	0.13199	86.63136	6.85269	12.35677	18.25378	0.51548	0.27898	98.05395	941.27592	0.60106	0.01537	1.28376	150.57576	77.64272	8.3726	6.98188	0.65908	67.58866	531.50387	1.18162	165.56469	303.46335	15.50087	0.42647	325.03945	12.20055	133.01342	98.76327	561.31819	394.33728	0.01967	103.04938	48.92974	2.8775	96.43918	297.94964	0.91225	4.6762	0.34764	0.5183	665.32889	318.01359	15.38829
977	361.1112	359.63981	0.03205	103.80686	6.95289	8.9375	15.4306	0.29887	0.23209	67.81332	899.45071	0.24131	0.01494	1.12147	142.84518	99.53176	10.07984	6.06612	1.20318	54.55556	401.79011	0.74564	109.32631	278.59656	4.95978	0.08456	206.21994	14.94805	206.86458	125.33404	307.24929	283.55543	0.01874	58.92583	24.7276	1.5559	91.22889	241.44202	0.54901	8.762	0.07164	0.40173	290.00548	131.87157	17.89471
1276	738.87233	478.90643	0.06665	383.37	9.81434	8.70171	14.52473	0.26242	0.46673	139.33763	1445.88705	0.20084	0.02536	1.63985	152.48666	61.47428	6.61671	7.72538	1.22991	74.16463	402.48047	2.88273	163.91827	503.7819	7.86214	0.45573	365.12213	13.25623	130.79862	103.0807	545.45923	196.74423	0.00949	225.30016	57.74173	2.58276	85.55229	252.04009	0.48426	11.69926	0.05083	1.0252	867.74933	227.08192	33.9322
1107	294.42827	547.67498	0.06405	99.69526	5.71381	10.87027	29.75672	0.34033	0.37067	189.13153	731.1968	0.82374	0.01545	3.80996	153.12061	142.19324	8.99697	7.8645	2.17923	63.38277	506.01087	1.17752	152.6365	289.0595	13.5312	0.13045	460.22621	16.86857	175.06439	129.06922	727.85407	139.78972	0.01667	82.35321	10.7766	0.97578	99.25017	442.61171	0.66072	12.24311	0.21598	2.00501	169.94222	127.481	16.68953
1339	788.95038	377.80029	0.17479	133.80749	9.03594	10.27907	15.62937	0.28064	0.22078	96.33439	1322.21132	0.23352	0.0217	1.06518	162.64523	42.57764	11.94849	4.34097	0.81379	67.85356	555.73684	4.0252	131.67634	376.17538	5.86783	0.06997	148.25783	17.51762	129.9882	153.54729	362.28895	433.27441	0.03065	274.88009	51.48926	1.97834	55.87658	173.96393	0.75283	8.20224	0.44022	0.36454	420.34489	189.747	25.36015
